study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy
PRJEB8640	ERP009661	SAMEA3268115	ERS664092	ERX711715	ERR768442	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768442/ERR768442_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768442/ERR768442_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768442/ERR768442_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768442/ERR768442_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ334_S346_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ334_S346_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ334_S346_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ334_S346_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268116	ERS664093	ERX711716	ERR768443	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768443/ERR768443_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768443/ERR768443_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768443/ERR768443_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768443/ERR768443_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ335_S347_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ335_S347_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ335_S347_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ335_S347_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268107	ERS664084	ERX711717	ERR768444	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768444/ERR768444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768444/ERR768444_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768444/ERR768444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768444/ERR768444_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ336_S348_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ336_S348_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ336_S348_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ336_S348_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268108	ERS664085	ERX711718	ERR768445	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768445/ERR768445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768445/ERR768445_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768445/ERR768445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768445/ERR768445_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ337_S349_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ337_S349_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ337_S349_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ337_S349_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268109	ERS664086	ERX711719	ERR768446	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768446/ERR768446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768446/ERR768446_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768446/ERR768446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768446/ERR768446_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ338_S350_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ338_S350_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ338_S350_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ338_S350_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268110	ERS664087	ERX711720	ERR768447	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768447/ERR768447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768447/ERR768447_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768447/ERR768447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768447/ERR768447_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ339_S351_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ339_S351_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ339_S351_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ339_S351_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267814	ERS663791	ERX711721	ERR768448	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768448/ERR768448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768448/ERR768448_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768448/ERR768448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768448/ERR768448_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ33_S33_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ33_S33_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ33_S33_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ33_S33_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268111	ERS664088	ERX711722	ERR768449	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768449/ERR768449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768449/ERR768449_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768449/ERR768449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768449/ERR768449_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ340_S352_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ340_S352_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ340_S352_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ340_S352_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268100	ERS664077	ERX711723	ERR768450	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768450/ERR768450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768450/ERR768450_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768450/ERR768450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768450/ERR768450_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ341_S353_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ341_S353_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ341_S353_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ341_S353_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268101	ERS664078	ERX711724	ERR768451	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768451/ERR768451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768451/ERR768451_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768451/ERR768451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768451/ERR768451_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ342_S354_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ342_S354_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ342_S354_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ342_S354_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268102	ERS664079	ERX711725	ERR768452	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768452/ERR768452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768452/ERR768452_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768452/ERR768452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768452/ERR768452_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ343_S355_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ343_S355_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ343_S355_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ343_S355_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268105	ERS664082	ERX711726	ERR768453	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768453/ERR768453_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768453/ERR768453_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768453/ERR768453_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768453/ERR768453_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ344_S356_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ344_S356_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ344_S356_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ344_S356_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268104	ERS664081	ERX711727	ERR768454	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768454/ERR768454_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768454/ERR768454_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768454/ERR768454_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768454/ERR768454_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ345_S357_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ345_S357_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ345_S357_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ345_S357_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268090	ERS664067	ERX711728	ERR768455	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768455/ERR768455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768455/ERR768455_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768455/ERR768455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768455/ERR768455_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ346_S358_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ346_S358_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ346_S358_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ346_S358_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268099	ERS664076	ERX711729	ERR768456	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768456/ERR768456_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768456/ERR768456_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768456/ERR768456_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768456/ERR768456_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ347_S359_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ347_S359_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ347_S359_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ347_S359_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268097	ERS664074	ERX711730	ERR768457	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768457/ERR768457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768457/ERR768457_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768457/ERR768457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768457/ERR768457_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ348_S360_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ348_S360_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ348_S360_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ348_S360_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268098	ERS664075	ERX711731	ERR768458	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768458/ERR768458_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768458/ERR768458_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768458/ERR768458_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768458/ERR768458_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ349_S361_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ349_S361_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ349_S361_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ349_S361_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267815	ERS663792	ERX711732	ERR768459	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768459/ERR768459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768459/ERR768459_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768459/ERR768459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768459/ERR768459_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ34_S34_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ34_S34_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ34_S34_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ34_S34_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268173	ERS664150	ERX711733	ERR768460	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768460/ERR768460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768460/ERR768460_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768460/ERR768460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768460/ERR768460_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ350_S362_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ350_S362_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ350_S362_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ350_S362_L001_R2_001.fastq.gz
